1,2
2,2
3,2
4,2
5,3
6,1
7,2
8,2
9,3
10,10
11,2
12,1
13,1
14,2
15,2
16,2
17,2
18,2
19,2
20,2
21,1
22,3
23,2
24,2
25,2
26,1
27,2
28,2
29,1
30,2
31,4
32,2
33,1
34,2
35,1
36,2
37,1
38,2
39,2
40,2
41,1
42,2
43,2
44,1
45,2
46,1
47,2
48,1
49,2
50,2
51,2
52,1
53,2
54,3
55,1
56,1
57,1
58,2
59,3
60,2
61,2
62,3
63,2
64,2
65,2
66,2
67,1
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,3
76,3
77,4
78,4
79,7
80,4
81,3
82,4
83,4
84,4
85,4
86,10
87,6
88,3
89,9
90,3
91,4
92,3
93,3
94,3
95,9
96,3
97,3
98,10
99,3
100,6
101,4
102,9
103,6
104,3
105,6
106,4
107,4
108,4
109,9
110,6
111,8
112,6
113,6
114,7
115,6
116,3
117,3
118,7
119,3
120,6
121,3
122,10
123,3
124,6
125,5
126,6
127,7
128,6
129,4
130,3
131,4
132,4
133,6
134,6
135,10
136,8
137,3
138,9
139,3
140,6
141,7
142,7
143,3
144,6
145,3
146,4
147,6
148,10
149,4
150,4
151,10
152,6
153,3
154,4
155,3
156,3
157,3
158,7
159,4
160,3
161,6
162,3
163,6
164,5
165,6
166,6
167,10
168,4
169,10
170,4
171,3
172,3
173,3
174,3
175,6
176,3
177,6
178,3
179,3
180,11
181,3
182,3
183,8
184,4
185,9
186,10
187,3
188,4
189,6
190,3
191,6
192,3
193,8
194,5
195,4
196,7
197,4
198,3
199,4
200,4
201,4
202,4
203,3
204,8
205,6
206,4
207,4
208,6
209,4
210,3
211,6
212,4
213,8
214,4
215,7
216,5
217,7
218,10
219,6
220,4
221,9
222,10
223,3
224,4
225,7
226,3
227,3
228,4
229,6
230,7
231,6
232,6
233,10
234,3
235,4
236,3
237,6
238,8
239,7
240,4
241,11
242,3
243,4
244,3
245,6
246,3
247,6
248,7
249,4
250,3
251,6
252,3
253,6
254,3
255,3
256,3
257,3
258,6
259,6
260,3
261,3
262,4
263,6
264,10
265,4
266,4
267,3
268,3
269,6
